story_id,company_name,industry_1,industry_2,industry_3
tableau_620,Northshore School district,education administration programs,non-profit organizations,education
tableau_621,Princeton University,Education,Non-profit organizations,Higher education
tableau_622,A large U.S. university,higher education,education administration programs,"technology, information and internet"
tableau_623,University of a Northeast Region,Higher Education,"Technology, Information and Internet",Business Consulting and Services
tableau_624,Supervalu Inc.,retail,business consulting and services,food and beverage services
tableau_625,Genesys,IT Services and IT Consulting,Software Development,Business Consulting and Services
tableau_626,University of West Florida (UWF),education administration programs,higher education,non-profit organizations
tableau_627,ASM Research,IT Services and IT Consulting,Government,Business Intelligence
tableau_628,Usability Sciences,financial services,business consulting and services,software development
tableau_629,International Game Technology,software development,financial services,hospitality
tableau_630,Merkle,advertising services,business consulting and services,marketing
tableau_631,Rede Bandeirantes,Advertising Services,Media Production,Entertainment Providers
tableau_632,Allergan,healthcare,pharmaceuticals,medical devices
tableau_633,TravelSky Technology Limited,Business Intelligence,Information Technology,Travel and Tourism
tableau_634,Tesla,Automotive,Technology,Manufacturing
tableau_635,Genesys,technology,information technology & services,business consulting and services
tableau_636,Carlson Rezidor,hospitality,travel arrangements,hotel and restaurant
tableau_637,Tableau,higher education,"technology, information and internet",business consulting and services
tableau_638,SpareBank 1 Forsikring,financial services,insurance,financial
tableau_639,E-Nor,business consulting and services,professional training and coaching,information technology & services
tableau_640,Vertex,business consulting and services,construction,other
tableau_641,Minnesota Pollution Control Agency (MPCA),Environmental Services,Government,Public Administration
tableau_642,Tableau,advertising services,business consulting and services,software development
tableau_643,Brand Village,Retail,Business Consulting and Services,Software Development
tableau_644,Tesco,Retail,Consumer Services,Food and Beverage Services
tableau_645,Lee Mooney,financial services,"technology, information and internet",spectator sports
tableau_646,Valyoo,e-commerce,retail,technology
tableau_647,Dell,"Technology, Information and Internet",Software Development,Financial Services
tableau_648,Hanesbrands,retail,consumer services,manufacturing
tableau_649,Commissariat à l'Energie Atomique (CEA),Technology,Information Technology,Healthcare
tableau_650,Urban Brand GmbH,retail,e-commerce,consumer services
tableau_651,Inspari,business consulting and services,it services and it consulting,"technology, information and internet"
tableau_652,FINN.no,advertising services,business consulting and services,"technology, information and internet"
tableau_653,Yota Networks,telecommunications,information technology,software development
tableau_654,French Red Cross,non-profit organizations,hospitals and health care,humanitarian services
tableau_655,Visa Europe,Financial Services,"Technology, Information and Internet",Information Technology & Services
tableau_656,Medway Youth Trust,non-profit organizations,education administration programs,human services
tableau_657,Swedish Medical Center,hospitals and health care,"technology, information and internet",medical practices
tableau_658,IsCool Entertainment,software development,"technology, information and internet",entertainment providers
tableau_659,Cars.com,Advertising Services,Software Development,"Technology, Information and Internet"
tableau_660,ManpowerGroup,staffing and recruiting,human resources services,business consulting and services
tableau_661,Interactions Marketing,Retail,Advertising Services,Business Consulting and Services
tableau_662,Shelter Island Risk Services,insurance,risk management,consulting
tableau_663,CLINTEL (formerly Advanced Bio-Logic Solutions),Pharmaceuticals,Medical Devices,Biotechnology
tableau_664,Audience Audit,advertising services,business consulting and services,marketing services
tableau_665,HomeRepair,construction,business consulting and services,facilities services
tableau_666,Granja Regina,food and beverage services,agriculture,manufacturing
tableau_667,City of Pittsburgh,Government,Technology,Public Administration
tableau_668,Powerhouse Factories,software development,business consulting and services,advertising services
tableau_669,,o,t,h
tableau_670,Thorogood,finance,consumer packaged goods,pharmaceuticals
tableau_671,Carnegie Mellon University,higher education,business consulting and services,non-profit organizations
tableau_672,,o,t,h
tableau_673,,o,t,h
tableau_674,,Business Consulting and Services,Software Development,"Technology, Information and Internet"
tableau_675,,Business Intelligence,Software Development,"Technology, Information and Internet"
