story_id,company_name,company_org,industry_1,industry_2,industry_3,industry_4
tableau_353,millercoors,millercoors usa,food and beverage services,retail,consumer services,Accommodation and Food Service Activities
tableau_354,masabi,masabi,transportation,"technology, information and internet",software development,Transportation and Storage
tableau_355,arm,company name not found,software development,"technology, information and internet",information technology & services,Information And Communication
tableau_356,patent information promotion center (pipc),patent information promotion center,business consulting and services,"technology, information and internet",non-profit organizations,"Professional, Scientific and Technical Activities"
tableau_357,intro group,company name not found,retail,advisory services,travel and transportation,Wholesale And Retail Trade
tableau_358,oru aquitaine,company name not found,health care,it services and it consulting,business consulting and services,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
tableau_359,cox automotive,company name not found,technology,information technology & services,financial services,Information And Communication
tableau_360,ubisoft,company name not found,digital interactive entertainment,gaming,software development,"Arts, Entertainment and Recreation"
tableau_361,club premier,company name not found,retail,financial services,business consulting and services,Wholesale And Retail Trade
tableau_362,itesm,company name not found,it services and it consulting,education administration programs,higher education,"Professional, Scientific and Technical Activities"
tableau_363,nacional financiera,company name not found,financial services,business consulting and services,banking,Financial And Insurance Activities
tableau_364,university of bielefeld,company name not found,hospitals and health care,education administration programs,higher education,Human Health And Social Work Activities
tableau_365,hetras,company name not found,hospitality,software development,"technology, information and internet",Administrative and Support Service Activities
tableau_366,rebelle,company name not found,retail,advertising services,business consulting and services,Wholesale And Retail Trade
tableau_367,skyscanner,skyscanner,travel,technology,software development,Administrative and Support Service Activities
tableau_368,tableau,company name not found,business consulting and services,software development,higher education,"Professional, Scientific and Technical Activities"
tableau_369,accenture,company name not found,business consulting and services,it services and it consulting,financial services,"Professional, Scientific and Technical Activities"
tableau_370,cea,company name not found,"technology, information and internet",hospitals and health care,software development,Information And Communication
tableau_371,media impact,company name not found,advertising services,"technology, information and internet",media production,"Professional, Scientific and Technical Activities"
tableau_372,beautiful numbers,béautiful numbers,business consulting and services,software development,advertising services,"Professional, Scientific and Technical Activities"
tableau_373,heon health online,company name not found,healthcare,biotechnology,medical,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
tableau_374,synaltic group,company name not found,business consulting and services,information technology & services,other,"Professional, Scientific and Technical Activities"
tableau_375,soundtrack your brand,spotify,"technology, information and internet",software development,music/entertainment,Information And Communication
tableau_376,architecture & performance,company name not found,business consulting and services,design services,construction,"Professional, Scientific and Technical Activities"
tableau_377,kellyocg,kellyogc,staffing and recruiting,human resources services,business consulting and services,Administrative and Support Service Activities
tableau_378,la poste,company name not found,transportation,logistics,postal services,Transportation and Storage
tableau_379,pepsico,image,food and beverage,consumer services,retail,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
tableau_380,skanska,company name not found,construction,business consulting and services,industrial machinery manufacturing,Construction
tableau_381,georgiou group,georgiou group,construction,business consulting and services,real estate,Construction
tableau_382,public health wales,company name not found,hospitals and health care,"technology, information and internet",wellness and fitness services,Human Health And Social Work Activities
